                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1739,                 3.6363,                 4.0462,                0.07348,                0.11486,                0.02021,                0.00599,                 2.9495,                 4.7345,                  4.268,             0.00066129,             0.00066129,             0.00066129
